Name,MarketCap,Watchlist
FOMO Chronicles Manga,"$56,636",997
Pyroworld,- -,303
Billibilli Inc tokenized stock FTX,- -,251
Lunes,"$2,485,394","3,065"
SaitamaX,"$69,127","2,392"
GOGO.finance,- -,485
Naxar,"$518,364","2,278"
Omni Real Estate Token,- -,"1,054"
Gomics,- -,497
ShiPlay,"$22,743","9,512"
3X Long TRX Token,- -,803
Revolotto,- -,"3,555"
Dobermann,- -,"2,897"
Sadbaby,"$73,167",612
LevelUp Gaming,- -,"1,821"
Teddy Cash,- -,"1,934"
Qubism,"$445,741","2,755"
Tiara,- -,345
CATO,- -,"3,644"
Aquari,- -,"3,113"
The Monopolist,"$49,033","6,126"
Metapay,- -,987
Astronaut,- -,"9,703"
BSCEX,- -,"7,483"
Reflecto,"$1,730,587","3,514"
SwapTracker,- -,"1,882"
Minimals,- -,"308,235"
Mozart Finance,- -,"11,849"
D-Skyscraper,"$6,723,476","2,546"
Revo Network,- -,"4,955"
ZION,"$1,119,243",460
MysticBets,"$615,041","1,182"
YOKcoin,- -,725
VESQ,- -,375
Its Not Art,- -,159
MetaAir,"$181,337",807
NFTStyle,"$42,443","11,679"
TOURIST SHIBA INU,"$54,305","3,505"
ParadiseHotel NFT,"$78,749",847
Inu Wars,"$244,181",675
Atlantis Loans,"$725,699",755
Seedling,"$101,834","1,950"
Floki Gold,- -,608
Exodia,"$3,576,433","1,561"
JokerManor Metaverse,"$407,248",601
Liquidifty,"$59,720","4,338"
Warp Bond,- -,167
Dot Arcade,"$1,545,733",660
Goat Coin,- -,970
Cryptonite,"$299,140",462
ShibaNFT,$640,154
THORWallet DEX,- -,"1,905"
Metadogeswap,"$223,875","1,798"
CitaDAO,- -,138
Space Token,- -,"5,544"
Bone,- -,"7,764"
Octans,- -,"12,391"
3X Short Cardano Token,- -,"3,493"
Zasset zUSD,- -,125
Blox Token,"$464,305",952
PizzaSwap,- -,"2,291"
Recast1 Coin,"$3,105,234","4,394"
ADACash,"$2,601,439","20,233"
Metagochi,$552,"2,419"
OEC FIL,- -,92
CrazyMiner,- -,"4,081"
HolderMoon,"$261,392","1,195"
MyLottoCoin,- -,148
Sport Investing,"$3,815,028",385
Widi Soul,- -,"3,724"
Polar Sync,- -,520
Parallel,- -,"2,413"
Erzurumspor Token,"$1,743,879","3,186"
Big G Lottery Token,- -,215
Meta Shiba,"$496,239","3,086"
Oh! Finance,- -,"1,620"
CryptoCart V2,"$519,875","3,493"
Treat DAO [new],"$2,293,235",585
LUCA,- -,542
Verify DeFi,"$1,071","6,066"
XDAG,- -,"1,345"
Revoluzion,- -,"4,423"
Electric Vehicle Direct Currency,- -,"9,811"
D Community,- -,932
Waves Ducks,"$8,302,087","4,058"
Tanks For Playing,"$669,090","1,251"
Grim EVO,- -,158
CheckDot,"$207,105","2,025"
Cia Protocol,"$926,196",489
Adamant,- -,"2,396"
WhaleRoom,"$5,451,522","3,051"
KP2R.Network,- -,672
Advanced Micro Devices tokenized stock FTX,- -,857
8ight Finance,- -,369
EverPrinter,- -,506
OragonX,"$463,366","2,745"
XStorage,"$2,570,406",310
Tokenize Xchange,- -,497
AVME,"$747,724",460
3X Long Huobi Token Token,- -,624
Vidiachange,- -,334
MintySwap,- -,"2,984"
Dali,"$14,251,238","9,223"
Ethereans,- -,478
SOLACE,- -,512
Hugo Game,- -,"1,867"
SparkLab,- -,"9,816"
Hina Inu,"$2,851,769","10,324"
NOA PLAY,- -,499
Shelling,"$3,779,366",310
Moonshot,"$1,717,632","25,661"
Baby Floki Billionaire,- -,"19,582"
Money of Tomorrow Today,"$7,516,216",609
Daikicoin,"$5,823,153",933
PeaceTokenFinance,"$88,134",639
DAOLand,"$62,490",925
Freecash,- -,697
SoPay,- -,750
METAFLIP,"$222,736","3,947"
MetaCash,"$17,953","10,202"
InfinityCake,- -,"4,442"
Trendsy,"$2,574,611","1,706"
Buxcoin,"$551,373",791
xUSD,- -,118
Floki One,"$214,477","1,102"
Crystl Finance,- -,981
Ruby Currency,- -,226
YAM V1,"$6,465,989","1,439"
Sivasspor Token,"$1,301,087",95
Metavice,"$37,463","2,379"
MagnetGold,"$95,267,864",815
Bitcashpay (new),"$520,302",914
BeeKan,- -,656
Spywolf,- -,"12,323"
RewardsCoin,- -,"1,808"
Doctors Coin,"$2,521,484","2,165"
CryptoTrains,- -,"1,025"
FireZard,- -,588
MetaBET,"$3,022,231","5,615"
LuckyPig,- -,"10,462"
Future1coin,- -,504
LinkToken,- -,392
Vanity,"$1,745,971","5,496"
Talent Token,- -,985
Bloggercoin,- -,"11,197"
Channels,"$443,150","1,757"
Meliora,"$930,002","5,375"
Open Rights Exchange,"$1,431,037","1,279"
Deez Nuts,"$4,418,000","2,152"
Unicap.finance,- -,292
Antalyaspor Token,"$4,381,269",117
Nacho,"$1,178,633",249
KogeCoin.io,- -,"3,367"
Sharity,- -,702
renZEC,- -,330
peachfolio,"$855,748","2,109"
Crafty Metaverse,"$250,290","24,743"
HobbsNetworkToken,"$1,327,870",579
Manga Token,"$175,928","2,005"
NFT Tech,- -,436
Aurora Token,- -,"4,744"
Ziktalk,"$4,271,983",717
Paragon Capital,"$212,623","8,278"
CHIBA INU,"$240,853","1,314"
Chiva Token,- -,"1,388"
ShibaMask,"$408,432","3,596"
Meta Car,"$95,828",576
EsportsPro,- -,431
ZUG,"$704,796",163
EverETH,"$2,129,625","36,180"
SPACE-iZ,- -,422
BezosDoge,"$206,183",379
Artificial Intelligence,"$2,174,309","7,670"
Taiwan Semiconductor Mfg tokenized stock FTX,- -,332
HappinessToken,- -,"1,818"
Weentar,- -,"1,114"
ClassZZ,- -,"1,307"
Plugin,"$9,160,438","1,371"
ZENFI AI,"$85,336,925","83,431"
Rank Token,- -,785
CryptoRockets,- -,"2,514"
Life DAO,- -,"2,446"
Metra,"$169,857","1,178"
Eterland,- -,"2,653"
Piratera,"$230,080","5,658"
Shield Network,- -,"10,480"
Wall Street Capital,- -,"1,166"
PolyGod,"$376,543","6,754"
Pixl Coin,"$1,216,901","3,363"
Ctomorrow Platform,- -,500
WIVA by WiV Technology,"$2,374,608",335
Morie INU,- -,"5,561"
ROONEX,- -,715
Egoras Credit,"$91,620","54,265"
Beeuda,"$339,777","2,094"
Chain Pet,"$1,398,607","2,371"
SafeEarth,- -,"9,180"
Pikachu Inu,"$510,716","2,536"
The Essential Coin,"$1,944,806","2,702"
EFT.finance,"$825,559","1,104"
CryptoLion,- -,723
Kart Racing League,"$3,091,195","8,964"
3x Short EOS Token,- -,"1,561"
Somnium,- -,"1,621"
nHBTC,- -,545
Chainlist,"$308,698","4,453"
SafuYield Protocol,- -,"1,596"
HummingBird Finance,- -,"22,279"
Dogecoin 2.0,- -,"7,962"
CryptoPlants Club,- -,417
Bit Financial,- -,539
Anons Network,"$263,042",465
Fisher Vs Pirate,"$348,368",593
Versus Farm,"$56,723",723
PACT community token,- -,"1,043"
RPS LEAGUE,"$35,047","18,295"
Nio tokenized stock FTX,- -,770
BabyKitty,"$350,870","5,555"
Tremendous Coin,- -,"3,114"
French Digital Reserve,- -,443
Parasset,- -,144
Financial Intelligence Group,"$1,864,124",647
Disco Burn Token,- -,"6,941"
Thors Mead,- -,"1,169"
FANG Token,- -,215
Notional Finance,"$1,592,384","2,335"
SuperBonds,"$5,755,025",408
YearnAgnostic Finance,- -,901
Pay It Now,"$1,452,083",300
PHIT,"$1,235,528",409
Wealthy Habits,- -,158
Momo Protocol,- -,"1,683"
VIVAL,"$16,209",394
Asgard Dao V2,"$107,059",257
CZFarm,"$18,685","2,376"
MonstaVerse,- -,"5,021"
HAYFEVER,"$455,847",764
Farmageddon,"$292,443",922
Baby Bitcoin,- -,"13,814"
HiFi Gaming Society,"$373,611","3,508"
Club Donkey,- -,"712,151"
BULLETH,"$156,889",266
MetaBrands,"$379,961","1,464"
Pinkslip Finance,- -,"1,043"
Regular Presale,"$252,903","1,051"
Cool Monke Banana,"$279,976",169
ParaState,- -,"1,586"
Largo Coin,- -,647
Fantom Doge,- -,"3,036"
DeFi of Thrones,"$214,970",979
Mixin,"$193,406,869","2,342"
ChilliSwap,- -,297
Xircus,"$179,700",485
Blocktyme,- -,"1,256"
Trapeza Protocol,- -,119
Nemesis,"$1,226,673","13,806"
HunnyDAO,"$2,706","2,161"
Boo Finance,- -,"1,667"
Finance.Vote,- -,"2,148"
Baby Cheems Inu,"$232,773","11,894"
Filecoin Standard Full Hashrate,"$8,916,762","3,182"
The People's Coin,- -,"2,444"
Human World,"$37,384",875
DOGEFOOD,- -,"1,958"
Florida Man,"$481,959","1,873"
TOKEN SHELBY,"$717,886","2,974"
ShinChan Token,"$70,095","5,487"
Axial Entertainment Digital Asset,- -,683
Storage Area Network Anywhere,- -,818
tudaBirds,"$1,979,561",949
Hoff Coin,"$85,143,785",221
MetaGold Rewards,"$5,688,703","1,231"
DreamDAO,- -,"1,619"
Alpaca USD,- -,149
Binopoly,- -,"1,133,732"
TimeCoinProtocol,- -,"2,026"
Universal Pickle,"$982,021",413
3X Long VeChain Token,- -,291
Symbull,"$1,040,540","39,151"
DIKEMEX Network,"$48,417,876",348
Coalculus,"$47,867,074","1,294"
The Hash Speed,"$40,310,243","1,474"
Hydraledger,"$522,770","1,090"
NFT4Play,- -,381
DChess,"$170,044",165
Kikswap,"$117,368",886
Dukecoin,- -,"1,570"
ETNA Metabolism,- -,625
First Eleven,"$1,027,914","9,266"
FUFU,"$168,016",706
Renascent Finance,- -,373
Golden Ball,"$201,495","26,556"
InPoker,"$19,005","1,445"
RaceX,"$1,342,391","2,187"
Space Monkey Token,- -,934
Data Economy Index,- -,515
MineCrypto,- -,547
Barter,- -,405
Eloin,- -,"8,561"
POTENT,- -,715
Planet Finance,"$7,963,631","3,265"
EverReflect,"$2,543,056","4,025"
Snake Token,- -,"10,854"
Hungry Bear,- -,"16,391"
CryptoVsZombie,- -,"1,754"
Xtra Fund,"$2,002,784","10,657"
Inari,"$1,196,577","13,520"
Thaicoin,- -,629
OneSwap DAO Token,- -,"1,368"
MegaBitcoin,"$322,788","14,134"
Meta Capital,- -,495
FDoge Finance,- -,73
Crystal Of Dragon,- -,"1,423"
LITTLE BABY DOGE,- -,"26,742"
Super Floki,- -,"13,420"
Nesten,"$10,132,130",32
Bonfire,- -,"49,403"
Adana Demirspor Token,"$10,361,698",181
R U Generous,- -,"1,426"
KOROMARU,- -,"6,197"
BrowniesSwap,- -,"1,179"
TOAD.Network,"$973,689","6,637"
ShibaCorgi,"$1,315,841","10,613"
CryptoShips,- -,"10,890,499"
Jurassic Token,"$313,819",430
Floki Musk,- -,"11,052"
OLYMPUS,- -,"3,906"
Dhabi Coin,"$57,131",889
Domani Protocol,- -,"1,212"
Jefe Token,- -,"1,157"
Voltage,- -,462
Doge Gay Son,- -,"1,053"
Changer,"$3,198,432",279
Moon,"$142,254","10,957"
BYTZ,"$32,760,564","1,091"
Butterfly Protocol,"$476,689","3,513"
WAIV Care,- -,741
EnreachDAO,- -,686
Webfour,"$414,653","3,363"
ELYFI,"$972,570",204
Cyber Crystal,- -,588
Hachiko Inu,- -,"6,614"
Shera tokens,- -,"5,406"
Chimeras,- -,"1,390"
Story,"$228,247","3,232"
Blockmason Link,- -,"1,286"
Hellsing Inu,- -,"1,426"
Chicken,- -,"1,377"
Emblem,- -,"1,452"
WAIV Care,- -,741
WingShop,- -,723
Squid Moon,- -,"15,173"
TrustKeys Network,- -,591
Oly Sport,- -,"2,710,873"
1NFT,- -,"5,124"
XFai,- -,"1,135"
PolkaEx,"$631,516","1,990"
Kassandra,- -,458
Candy,- -,343
Mobius Money,- -,"1,128"
DePocket,"$99,129",995
BitcoinX,- -,"3,929"
DashSports,- -,"2,604"
WePiggy Coin,- -,262
Mirrored Coinbase,- -,74
TRYC,"$3,560,360",100
NFTD Protocol,- -,"300,916"
APWine Finance,- -,876
Walter Inu,- -,923
The Tokenized Bitcoin,- -,457
BODA Token,"$1,574,817","7,325"
Green Life Energy,- -,"2,348"
INCOME,"$60,712","1,856"
Hashtagger.com,"$164,021",261
Voltage,- -,462
Chain Wars,"$790,235",594
Talkado,"$138,534","14,434"
Artwork NFT,- -,"1,533"
Hat Swap City,- -,383
3X Long DeFi Index Token,- -,238
DaddyBabyDoge,"$558,453","1,264"
GlowV2,- -,"3,138"
Splash,- -,"6,433"
MilkyWayEx,"$38,618","3,041"
SoMee Advertising Token,- -,418
3x Short Bitcoin SV Token,- -,973
Minto,"$3,502,806",267
Samurinu,- -,755
yVault LP-yCurve,- -,278
HOPPY,- -,"15,559"
Hodl4Gold,"$2,961,368","2,345"
Small Doge,- -,"3,640"
Hosky Token,"$3,974,301","2,137"
Probinex,"$13,340,040",459
TETU,"$2,398,856",723
Coffin Finance,- -,819
NASDEX,- -,"2,514"
Cryb token,"$379,340,778",49
Greed,"$3,704,646","2,462"
Seeded Network,- -,616
Outrace,"$133,266","7,618"
aggle.io,"$1,561,160","26,983"
Evoverse Power,- -,"1,228"
MetaDoge V2,"$1,649,386","22,530"
EIDOS,- -,"1,159"
Nimbus Governance Token,"$9,728,769","1,125"
ZYX,"$3,165,999","1,812"
Battle In Verse,"$46,023",360
AstroShit,"$529,751",359
Unvaxxed Sperm,"$353,935","2,180"
Many Worlds Token,"$1,473,657",587
Astronos,- -,"2,980"
Liquidity Accelerator Token,"$10,979,869",374
Ecio,- -,"9,571,236"
Draco.Finance,"$11,135",199
DogeDead,"$242,309",529
PANDAINU,"$197,006,753","2,478"
Treepto,"$111,647","1,857"
Sakaryaspor Token,"$1,109,337",67
HeroesTD CGC,"$266,478",958
NFT4Play,- -,381
Moonlight Token,"$3,665,322","12,322"
Quidax Token,"$832,495",750
ECHO TECH COIN,"$165,073","6,107"
RamenSwap,"$5,204","3,253"
VeraOne,- -,658
Steel,- -,979
Rice Wallet,- -,"7,426"
concertVR-Token,"$128,120",107
Holy Trinity,- -,843
iDeFiYieldProtocol,- -,230
Unslashed Finance,- -,991
Xeebster,"$199,218","15,962"
Megatech,- -,"1,453"
Gbox,"$19,511,960","1,767"
Koda Cryptocurrency,"$13,403,282","1,427"
GranX Chain,- -,686
Useless,"$4,643,017","4,151"
South African Tether,- -,262
Notable,"$1,478,751","7,077"
DeFi Launch,"$339,969",349
Darwinia Crab Network,"$7,219,163","2,051"
LoTerra,- -,709
PW-Gold,"$1,551,928",278
Onyx,"$781,393","13,220"
MetaSafeMoon,- -,"8,820"
YFIEXCHANGE.FINANCE,- -,921
EverFight,"$123,421","1,741"
UniWhales,- -,484
Kenshi,- -,512
Terra SDT,- -,566
Blanc,- -,546
Greenex,- -,"751,380"
BUGG Finance,"$416,381",319
Paw V2,- -,195
FlokiZap,"$15,302","789,149"
ZUZ Protocol,- -,450
Komet,- -,327
Roar Soltigers Token,- -,407
oBTC,- -,181
Wipe My ASS,- -,665
Libfx,- -,776
Buff Samo,- -,"1,285"
BIOKKOIN,- -,215
Birthday Cake,- -,"2,299"
Newsolution,- -,551
The Hustle App,- -,625
Crypto Cricket Club,- -,"3,469"
Sesameseed,- -,437
Bankroll Network,- -,765
Xeonbit Token,- -,476
DMme,- -,775
Sierracoin,- -,"1,215"
Lightyears,- -,222
Voltz,- -,388
Sombe,"$143,646",514
Kripton,"$73,457",482
USDA,- -,346
VENA,- -,463
Secure Cash,- -,319
Electronero,- -,"2,022"
Junsonmingchncoin,- -,"1,191"
FinexboxToken,- -,586
MYCE,"$261,270",856
GLOBEX,"$985,914",928
Zer-Dex,"$33,941",486
Xenoverse,- -,541
UltrAlpha,- -,330
Tapcoin,- -,982
Uranus,- -,"1,055"
Eco Value Coin,- -,624
Vodi X,- -,879
SpectreSecurityCoin,- -,609
Maya Preferred,- -,848
CENTERCOIN,- -,698
EXOR,- -,391
VENJOCOIN,- -,306
One DEX,- -,"1,205"
BitcoinSoV,- -,485
Dragon Token,- -,431
Bgogo Token,- -,707
Robotina,- -,"1,722"
TRONCLASSIC,- -,"2,677"
BUMO,- -,912
HondaisCoin,- -,992
SaveNode,- -,467
YUKI,- -,770
GazeCoin,- -,379
Traceability Chain,- -,513
ThoreCoin,"$1,080,760,787","2,291"
Wixlar,- -,544
MobilinkToken,- -,467
Globalvillage Ecosystem,- -,673
Obitan Chain,- -,712
EXMR FDN,- -,"1,443"
Netkoin,"$900,463","2,309"
Hdac,"$15,682,016","1,072"
Budbo Token,"$2,153,708",245
Electra,- -,"2,388"
MOAC,- -,777
Dinastycoin,- -,579
Maggie,- -,635
Infinity Economics,- -,"1,194"
BlazerCoin,- -,446
Karatgold Coin,- -,"2,462"
InflationCoin,- -,"1,370"
Francs,- -,317
GreenPower,"$52,099,872","2,750"
PROUD Money,- -,470
Aces,- -,449
Axiom,- -,512
Lykke,- -,799
ClubCoin,- -,372
ECC,"$9,606,453","2,583"
RabbitCoin,- -,"1,606"
HoboNickels,- -,428
Quotient,- -,409
wanBTC,- -,322
AvatarCoin,- -,399
Caramel Swap,- -,"2,595"
DogDeFiCoin,- -,619
Dickcoin,$435,"1,149"
HNC COIN,"$7,372,768","2,141"
wanEOS,- -,245
BDCash Protocol,"$1,294",449
Okex Fly,"$66,526","807,454"
LNAsolution Coin,- -,624
wanSUSHI,- -,277
STONK,- -,737
Schilling-Coin,- -,460
BlockStamp,- -,706
BuySell,- -,476
Infinite Ricks,- -,559
01coin,- -,625
Tranquil Staked ONE,- -,275
Nodestats,- -,417
Yokai Money,"$19,562",270
Bork,- -,238
Livenodes Token,- -,255
MetaMounts,- -,189
Bullish AF,- -,"12,019"
Lunar Highway,- -,"6,514"
Nilu,- -,425
CryptoBharatCoin,- -,477
KOKA INU,- -,"1,271"
Chimp Fight,- -,136
Alchemist DeFi Aurum,$536,387
Diamonds Alaska Malamuted,"$43,021","1,022"
PRiVCY,"$32,851","1,083"
Kimochi Finance,- -,"1,476"
Intersola,- -,"1,314"
FLAMA,- -,415
Shiba Corp,- -,"6,521"
The Employment Commons Work Token,"$17,122,052",246
Buzzshow,- -,699
NFT Gallery,- -,"1,993"
Solana Fren,"$32,944",574
PlusOneCoin,- -,372
BitKAM,- -,409
Binance Smart Chain Girl,- -,"6,300"
BerrySwap,- -,"2,936"
BenePit Protocol,- -,853
MILLIONSY,- -,230
Woof Token,- -,526
Everus,"$1,925,126",784
Extend Finance,- -,"1,540"
Fiscus.fyi,"$55,760",620
Totem Finance,- -,272
XBN Community Token,- -,"5,252"
Crypto Indian Coin,"$56,479",690
Dextoken,"$9,739,078","1,259"
MoonPirate,"$218,037","7,411"
MGC Token,- -,822
DigiDinar,"$82,894",877
YFA Finance,- -,479
Solcats,- -,737
CFL 365 Finance,- -,"95,579"
fry.world,- -,"1,042"
BabylonDAO,- -,319
Bamboo Coin,- -,"1,413"
Zeedex,- -,"1,373"
Yearn Finance Red Moon,- -,460
PolyDragon,- -,293
Shibana,- -,525
SPRINK,- -,250
Coinzo Token,- -,361
MACH Project,- -,265
Aspire,- -,667
Pube finance,- -,"10,091"
Vikings Finance,"$770,644",125
Crystal Wallet,- -,429
Echelon DAO,- -,535
Ava Time,- -,843
Phant,"$19,470","3,266"
Documentchain,- -,744
Otter Finance,"$1,222","2,137"
XTRM COIN,- -,382
Crex Token,- -,590
Demeter Chain,- -,292
Omega Protocol Money,- -,996
Golden Ratio Coin,- -,405
HUMAN,- -,182
SmartCoin (SMRT),"$1,328,930","2,437"
DOL RUNE - Rune.Game,- -,179
Sucrecoin,- -,226
Electric Arena,- -,"8,776"
BitValve,"$1,158,295",259
GIVLY Coin,- -,"1,373"
SafePizza,- -,"10,819"
ZeLoop Eco Reward,- -,"1,541"
Chihuahuax,- -,633
PocketNode,- -,967
Yearn Finance DOT,- -,"1,136"
SAFESPACE,- -,"4,983"
IceSlush Finance,- -,652
FireBotToken,"$946,249",211
Baby Doug,"$330,191","1,176"
Zuplo,- -,514
MillionMonke,"$86,628",380
Sola Ninja,- -,201
Higgs,- -,333
YFIDapp,- -,488
Hyper Credit Network,- -,472
Solareum Wallet,"$339,654","1,250"
WhaleStreet $hrimp Token,- -,124
Monster Slayer Share,- -,970
Ystar,"$1,002,627",344
VANCI FINANCE,- -,450
DefiDrop Launchpad,- -,"1,141"
Xank,- -,409
Hamtaro,- -,"6,850"
CamelToken,- -,"6,171"
Havens Nook,- -,808
AgaveCoin,"$5,432,128",810
Neeva Defi,- -,259
AvaPay,- -,"2,282"
3X Short BNB Token,- -,"1,630"
Elite Swap,- -,"1,848"
Jur,- -,690
YFFS Finance,"$17,476","1,059"
Dionpay,"$360,597",468
DefHold,- -,361
TIR RUNE - Rune.Game,- -,175
AMN RUNE - Rune.Game,- -,206
swiss.finance,- -,575
LONG COIN,"$2,063","1,622"
MTI Finance,- -,749
LIQUID,- -,902
Sav3Token,- -,325
Blueshare Token,- -,475
Yfi.mobi,- -,549
Future-Cash Digital,- -,389
Sense,- -,"1,219"
Social Rocket,- -,"1,092"
Yearn Finance Bit2,- -,627
SERGS,- -,383
Pteria,- -,994
SURF Finance,- -,507
Nyan V2,- -,441
Fiola,- -,923
Tsunami finance,- -,722
YFI CREDITS GROUP,- -,436
LTCDOWN,- -,"3,034"
LTCUP,- -,"1,343"
ShareAt,- -,254
YYFI.Protocol,- -,483
Enoki Finance,- -,404
YFIA,- -,469
BananoDOS,- -,222
Moonday Finance,"$115,704",389
Apiary Fund Coin,- -,"2,426"
BonezYard,- -,309
IDall,- -,588
Wrapped BIND,- -,363
Star Pacific Coin,- -,83
Bitfinex Bitcoin Dominance Perps,- -,"1,727"
YFPRO Finance,- -,491
yRise Finance,- -,298
r/CryptoCurrency Moons,"$3,748,713","2,432"
OWL Token (StealthSwap),- -,377
YeaFinance,- -,498
PieDAO DEFI Large Cap,- -,427
deCraft Finance,- -,368
PieDAO DEFI Small Cap,- -,383
YFOX FINANCE,- -,572
Yearn Finance Ecosystem,- -,523
HLP Token,- -,255
AmericanHorror.Finance,- -,285
CXN Network,- -,513
Dfinance,- -,810
Bellevue Network,- -,330
Wrapped LEO,"$1,947,461",462
Antique Zombie Shards,- -,361
SpokLottery,"$3,188",820
CryptoWater,- -,325
YFII Gold,- -,747
YFE Money,- -,287
Axioms,- -,575
Digital Currency Daily,- -,842
Combine.finance,- -,454
Shill & Win,- -,882
Finswap,- -,367
Oracolxor,- -,775
3X Short Sushi Token,- -,"1,581"
SwapShip,- -,358
Zoom Protocol,- -,302
Pofid Dao,- -,296
Tribute,- -,273
Lottonation,- -,312
Ymen.Finance,- -,287
YFMoonshot,- -,428
XTZDOWN,- -,"3,171"
i9 Coin,- -,502
Candela Coin,- -,"1,548"
YFIKING FINANCE,- -,331
XTZUP,- -,"1,738"
The Forms,"$9,220",283
OFIN Token,- -,427
GrafSound,"$4,190,890,547",264
Definitex,- -,372
yfBeta,- -,586
Walnut.finance,- -,437
DeFiat,- -,"1,057"
Fee Active Collateral Token,- -,874
Token CashPay,- -,518
GolderGames,- -,314
Swapfolio,"$102,589",665
Vision,"$295,605",371
ESR Coin,- -,222
Easticoin,- -,471
Mazzuma,- -,298
Libera,- -,"2,282"
JBOX,- -,"1,993"
OC Protocol,- -,418
AmazonasCoin,- -,"1,954"
DeFi Omega,- -,611
DegenVC,- -,536
MIKS COIN,- -,556
GRAP,- -,"1,296"
Digex,"$30,486","1,578"
Dextrust,- -,394
Bubble,- -,351
Niubi Swap,- -,"7,464"
GombShare,- -,155
CMITCOIN,- -,962
Martian DAO,- -,"5,880"
Zabu Finance,- -,847
Mofi Finance,- -,"1,300"
Steak Token,- -,377
Imsmart,"$4,562,789",315
MoonBeans,"$1,675,797","1,811"
Markaccy,- -,710
CoffeeSwap,- -,686
Dune Network,- -,"1,249"
Stabilize,"$80,270",732
Crypto Village Accelerator,"$45,987","1,915"
LabraCoin,- -,"8,606"
Funder One Capital,- -,514
Profile Utility Token,- -,569
Crypto Price Index,- -,842
Excavo Finance,- -,"1,384"
Hybrid Bank Cash,- -,416
Tokel,- -,152
Paricle Technology,- -,370
Tcoin,- -,"1,240"
Carbon Finance,- -,547
RagnarokDAO,- -,"1,195"
Sheep Game,- -,523
AutoMatic Network,$216,"1,496"
GigaChad,- -,230
RocketMoon,- -,"14,048"
Phuket Holiday Coin,"$318,211",28
FanTerra,- -,95
KING SAMO,$216,"2,430"
TokenBook,- -,228
XNODE,- -,392
SOLBERRY,"$15,066",979
Clams,- -,529
Jewel,"$4,676,541","2,666"
Bearn,- -,"2,181"
YieldPanda Finance,- -,"1,998"
Marshal Lion Group Coin,- -,433
Frost,- -,230
Shiba wolf,"$7,385",436
Mantis,- -,447
JustYours,- -,484
Oracle System,- -,"1,076"
MidasDAO,- -,"3,285"
Vision Network,- -,659
Spore Engineering,- -,580
Wolf Girl,- -,"1,410"
RiskMoon,- -,"10,317"
Cavapoo,- -,"24,246"
Tiger Coin,- -,287
GALAXY NETWORK,- -,996
TranslateMe Network Token,- -,400
FME,- -,"1,004"
Fundum Capital,"$71,174",518
Evrice,"$32,689",658
Native Utility Token,- -,367
SMILE,"$12,675","2,471"
Eiichiro Oda Inu,"$173,989","1,059"
Digifit,"$201,311",241
0cash,- -,816
Compound Augur,- -,375
Capybara,"$12,470",818
Global Gaming,- -,"2,451"
Milktea.finance,- -,"1,220"
DiamondToken,- -,"2,395"
PlentyCoin,- -,"1,077"
DeVault,- -,645
TheSolanDAO,- -,305
SnowgeCoin,"$153,911","2,538"
ShapePay,- -,827
Mickey,"$40,961",472
Avaterra,$185,"1,064"
CanYaCoin,- -,"1,466"
Samurai,- -,918
PeerEx,- -,"2,858"
Mixty Finance,- -,"1,060"
BSC FARM,- -,"2,729"
OBIC,- -,263
BitcoinBR,"$513,406,768,141",670
IceCubes Finance,$42,454
ETHP,"$83,898","1,352"
Apache,- -,479
Keeshond Coin,"$21,161","1,686"
FarmersOnly Onion,- -,"1,063"
Rose Finance,- -,"4,613"
Bitcoffeen,- -,364
FarmersOnly,- -,342
MCOBIT,- -,373
Sudan Gold Coin,- -,491
Goatcoin,- -,"6,413"
Bananatok,"$2,143,410","1,190"
Swirl Cash,- -,"1,179"
DCTDAO,"$149,174","1,074"
Tcake,- -,"4,876"
BTA Protocol,- -,632
Robo Token,- -,483
Nebulaprotocol,- -,"2,248"
SaturnV Gold v2,"$120,921",659
Connectico,- -,454
DDS.Store,- -,862
Charizard Token,- -,"3,227"
JPYC,- -,"1,270"
BlowFish,- -,"1,996"
Bit,- -,"1,745"
Farming Bad,- -,438
NFT Wars,- -,"1,213"
Touch Social,- -,481
Shadetech,- -,391
GoSwapp,- -,"1,060"
Daily,- -,"2,862"
Transmute Protocol,- -,285
EXRT Network,- -,769
Unifund,- -,703
APOyield,- -,"1,977"
DailySwap Token,- -,"5,468"
CAD Coin,- -,274
DEOR,- -,"1,315"
Pepe Cash,,"1,369"
wanUNI,- -,196
Marsan Exchange token,- -,"1,192"
Stacker Ventures,"$696,220",561
CyberTime Finance Token,"$27,957","1,213"
MP4,- -,"1,085"
Aave Enjin,- -,"2,078"
wanLINK,- -,241
BigBoys Industry,- -,"1,259"
Aave Ethereum,- -,309
Pub Finance,"$3,006,211",353
Moola,- -,919
Mirrored AMC Entertainment Holdings Inc,- -,74
Swaprol,- -,"1,170"
NFTL Token,- -,"3,170"
Basix,- -,421
DeFi100,- -,"1,348"
DexMex,- -,688
Previse,- -,421
Coliquidity,- -,"1,315"
Chow Chow,- -,"2,146"
UniDexGas,- -,397
DeepCoin,- -,836
Strudel Finance,- -,"1,108"
BiTToken,"$201,563","3,268"
Petrachor,- -,654
protocol finance,- -,"3,696"
BlackBerry tokenized stock FTX,- -,510
Rug Proof,- -,345
Interop,- -,329
Xstable.Protocol,- -,295
EOX,- -,585
Armor NXM,- -,834
Venus BETH,- -,426
Nydronia,- -,703
Cometh,- -,"1,771"
Zero Exchange,- -,"6,213"
